시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,신호기설치방식,도로형태,주도로여부,신호등관리번호,신호등구분,신호등색종류,신호등화방식,신호등화순서,신호등화시간,광원종류,신호제어방식,신호시간결정방식,점멸등운영여부,점멸등운영시작시각,점멸등운영종료시각,보행자작동신호기유무,잔여시간표시기유무,시각장애인용음향신호기유무,도로안내표지일련번호,관리기관명,관리기관전화번호,데이터기준일자
09,성남시 분당구,시도,불정로,불정로,03,경기도 성남시 분당구 불정로 219,경기도 성남시 분당구 정자동 110,37.3647817517,127.1223253198,03,02,Y,308009,01,04,03,녹색+황색+적색,146+4+30,02,02,01,N,00:00,00:00,N,N,N,,성남시청,031-729-3673,2018-08-31
09,성남시 분당구,시도,불정로,불정로,03,경기도 성남시 분당구 불정로 219,경기도 성남시 분당구 정자동 110,37.3647817517,127.1223253198,03,02,Y,308010,01,04,03,녹색+황색+적색+녹색/녹색화살+황색+적색,107+3+32+3+35,02,02,01,N,00:00,00:00,N,Y,N,,성남시청,031-729-3673,2018-08-31
09,성남시 분당구,시도,불정로,불정로,03,경기도 성남시 분당구 불정로 179,경기도 성남시 분당구 정자동 199,37.3602321624,127.1217988718,03,02,Y,308012,01,04,02,녹색+황색+적색,146+4+30,02,02,01,N,00:00,00:00,N,N,N,,성남시청,031-729-3673,2018-08-31
09,성남시 분당구,시도,불정로,불정로,03,경기도 성남시 분당구 불정로 162,경기도 성남시 분당구 정자동 219-4,37.3591770778,127.1226889302,03,02,Y,308013,01,04,03,녹색+황색+적색/녹색화살+적색/황색+적색,106+3+35+3+33,02,02,01,N,00:00,00:00,N,Y,N,,성남시청,031-729-3673,2018-08-31
09,성남시 분당구,시도,불정로,불정로,03,경기도 성남시 분당구 불정로 64,경기도 성남시 분당구 정자동 205,37.3594490049,127.1116838815,03,02,Y,308015,01,04,02,녹색+황색+적색,147+3+30,02,02,01,N,00:00,00:00,N,Y,N,,성남시청,031-729-3673,2018-08-31
09,성남시 분당구,시도,내정로,내정로,03,경기도 성남시 분당구 내정로173번길 1,경기도 성남시 분당구 수내동 28-1,37.3740560858,127.119404658,03,02,Y,309001,01,04,03,녹색+황색+적색+녹색/녹색화살+황색+적색,92+3+36+4+45,02,02,01,N,00:00,00:00,N,Y,N,,성남시청,031-729-3673,2018-08-31
09,성남시 분당구,시도,내정로,내정로,03,,경기도 성남시 분당구 정자동 79-11,37.3718971847,127.1157660881,03,02,Y,309003,01,04,03,녹색+황색+적색/녹색화살+적색/황색+적색,71+4+21+4+80,02,02,01,N,00:00,00:00,N,Y,N,,성남시청,031-729-3673,2018-08-31
09,성남시 분당구,시도,내정로,내정로,03,경기도 성남시 분당구 느티로 70,경기도 성남시 분당구 정자동 90,37.367259119,127.1134900827,03,02,Y,309004,01,04,02,녹색+황색+녹색/녹색화살+황색+적색,126+4+16+4+30,02,02,01,N,00:00,00:00,N,N,N,,성남시청,031-729-3673,2018-08-31
09,성남시 분당구,시도,탄천로,탄천로,03,경기도 성남시 분당구 이매로 16,경기도 성남시 분당구 이매동 143,37.3939477906,127.1220214995,03,02,Y,310010,01,04,03,녹색/녹색화살표+황색+적색+녹색/녹색화살표+황색+적색,36+4+3+4+82,02,02,01,N,00:00,00:00,N,Y,Y,,성남시청,031-729-3673,2018-08-31
09,성남시 분당구,시도,탄천상로,탄천상로,03,,경기도 성남시 분당구 구미동 173-2,37.3427860549,127.1051370068,03,02,Y,311001,01,04,04,녹색+황색+적색/녹색화살표+적색/황색등화+적색등화,84+4+12+4+76,02,02,01,N,00:00,00:00,N,Y,Y,,성남시청,031-729-3673,2018-08-31
09,성남시 분당구,시도,탄천상로,탄천상로,03,경기도 성남시 분당구 성남대로54번길 3,경기도 성남시 분당구 구미동 175,37.3414211256,127.1101005454,03,02,Y,311002,01,04,03,-,-,02,02,01,Y,00:00,24:00,N,N,N,,성남시청,031-729-3673,2018-08-31
09,성남시 분당구,시도,탄천상로,탄천상로,03,,경기도 성남시 분당구 구미동 197-13,37.3358165683,127.1103521151,03,02,Y,311004,01,04,02,녹색+황색+적색/녹색화살표+적색/황색등화+적색등화,47+3+12+3+55,02,02,01,N,00:00,00:00,N,N,Y,,성남시청,031-729-3673,2018-08-31
09,성남시 분당구,시도,성남대로54번길,성남대로54번길,03,경기도 성남시 분당구 탄천상로 95,경기도 성남시 분당구 구미동 181,37.340149954,127.1109112431,03,02,Y,312001,01,03,03,-,-,02,02,01,Y,00:00,24:00,N,N,N,,성남시청,031-729-3673,2018-08-31
09,성남시 분당구,시도,정자일로,정자일로,03,경기도 성남시 분당구 정자일로 45,경기도 성남시 분당구 금곡동 196,37.3537874389,127.1051632123,03,02,Y,313013,01,04,03,녹색/녹색화살+황색+적색+녹색/녹색화살+황색+적색,35+3+35+3+44,02,02,01,N,00:00,00:00,N,Y,Y,,성남시청,031-729-3673,2018-08-31
09,성남시 분당구,시도,정자일로,정자일로,03,,경기도 성남시 분당구 금곡동 175,37.3515066148,127.1066047883,03,02,Y,313014,01,04,03,녹색+황색+적색,57+3+60,02,02,01,N,00:00,00:00,N,N,N,,성남시청,031-729-3673,2018-08-31
09,성남시 분당구,시도,야탑로,야탑로,03,경기도 성남시 분당구 야탑로 22,경기도 성남시 분당구 야탑동 537-1,37.4084186798,127.1213215272,03,02,Y,316001,01,04,03,녹색+황색+적색/녹색화살표+적색/황색등화+적색등화,96+4+16+4+60,02,02,01,N,00:00,00:00,N,N,N,,성남시청,031-729-3673,2018-08-31
09,성남시 분당구,시도,야탑로,야탑로,03,경기도 성남시 분당구 탄천로 181,경기도 성남시 분당구 야탑동 537-7,37.4087235074,127.1228242501,03,02,Y,316002,01,04,03,녹색/녹색화살표+황색+적색+녹색/녹색화살표+황색+적색,47+3+45+37+3+45,02,02,01,N,00:00,00:00,N,Y,Y,,성남시청,031-729-3673,2018-08-31
09,성남시 분당구,시도,야탑로,야탑로,03,경기도 성남시 분당구 야탑로 64,경기도 성남시 분당구 야탑동 502,37.4093872594,127.1257394593,03,02,Y,316003,01,04,03,녹색/녹색화살표+황색+적색+녹색/녹색화살표+황색+적색,41+4+45+41+4+45,02,02,01,N,00:00,00:00,N,Y,Y,,성남시청,031-729-3673,2018-08-31
09,성남시 분당구,시도,야탑로,야탑로,03,,경기도 성남시 분당구 야탑동 516,37.4093907325,127.1309578289,03,02,Y,316005,01,04,03,녹색+황색+적색,87+3+30,02,02,01,N,00:00,00:00,N,Y,N,,성남시청,031-729-3673,2018-08-31
09,성남시 분당구,시도,야탑로,야탑로,03,경기도 성남시 분당구 야탑로 125,경기도 성남시 분당구 야탑동 391,37.4101099368,127.1324274379,03,02,Y,316006,01,04,03,녹색+황색+적색/녹색화살표+적색/황색등화+적색등화,57+3+12+3+45,02,02,01,N,00:00,00:00,N,N,N,,성남시청,031-729-3673,2018-08-31
09,성남시 분당구,시도,야탑로,야탑로,03,경기도 성남시 분당구 야탑로 152,경기도 성남시 분당구 야탑동 518-2,37.4093314261,127.1357129862,03,01,Y,316008,01,03,03,녹색+황색+적색,92+3+25,02,02,01,N,00:00,00:00,N,Y,N,,성남시청,031-729-3673,2018-08-31
09,성남시 분당구,시도,야탑로,야탑로,03,,경기도 성남시 분당구 야탑동 197-12,37.4086982411,127.1379031091,03,02,Y,316009,01,04,03,녹색/녹색화살표+황색+적색+녹색/녹색화살표+황색+적색,32+3+25+32+3+25,02,02,01,N,00:00,00:00,N,Y,Y,,성남시청,031-729-3673,2018-08-31
09,성남시 분당구,시도,야탑로,야탑로,03,경기도 성남시 분당구 벌말로 10,경기도 성남시 분당구 야탑동 166,37.4086157514,127.1391228256,03,01,Y,316010,01,03,02,녹색+황색+적색,92+3+25,02,02,01,N,00:00,00:00,N,N,Y,,성남시청,031-729-3673,2018-08-31
09,성남시 분당구,시도,양현로,양현로,03,경기도 성남시 분당구 양현로 262,경기도 성남시 분당구 야탑동 531,37.4070802747,127.1261310111,03,01,Y,304010,01,03,02,녹색+황색+적색+녹색+황색+적색,46+4+20+86+4+20,02,02,01,N,00:00,00:00,N,Y,N,,성남시청,031-729-3673,2018-08-31
09,성남시 분당구,시도,양현로,양현로,03,경기도 성남시 분당구 양현로 194,경기도 성남시 분당구 이매동 102,37.4015031312,127.1260428198,03,02,Y,304011,01,04,03,녹색+황색+적색,58+4+23,02,02,01,N,00:00,00:00,N,N,N,,성남시청,031-729-3673,2018-08-31
09,성남시 분당구,시도,양현로,양현로,03,,경기도 성남시 분당구 이매동 129-10,37.4007201115,127.1252170869,03,02,Y,304012,01,04,03,녹색/녹색화살표+황색+적색+녹색/녹색화살표+황색+적색,41+4+41+4+70,02,02,01,N,00:00,00:00,N,Y,N,,성남시청,031-729-3673,2018-08-31
09,성남시 분당구,시도,양현로,양현로,03,경기도 성남시 분당구 양현로 146,경기도 성남시 분당구 이매동 112,37.3966647492,127.1260123168,03,01,Y,304013,01,03,02,녹색+황색+적색+녹색+황색+적색,46+4+20+66+4+20,02,02,01,N,00:00,00:00,N,Y,N,,성남시청,031-729-3673,2018-08-31
09,성남시 분당구,시도,양현로,양현로,03,경기도 성남시 분당구 양현로 104,경기도 성남시 분당구 이매동 118,37.3928358909,127.1255995183,03,01,Y,304015,01,03,03,녹색+황색+적색+녹색+황색+적색,41+4+20+15,02,02,01,N,00:00,00:00,N,Y,N,,성남시청,031-729-3673,2018-08-31
09,성남시 분당구,시도,양현로,양현로,03,,경기도 성남시 분당구 이매동 119,37.3921968066,127.1249886773,03,02,Y,304016,01,04,03,녹색+황색+적색+녹색/녹색화살+황색+적색,32+3+20+22+3,02,02,01,N,00:00,00:00,N,Y,N,,성남시청,031-729-3673,2018-08-31
09,성남시 분당구,시도,양현로,양현로,03,경기도 성남시 분당구 황새울로311번길 37,경기도 성남시 분당구 서현동 259-1,37.3868671342,127.1207456168,03,02,Y,304018,01,04,03,-,-,02,02,01,Y,00:00,24:00,N,N,N,,성남시청,031-729-3673,2018-08-31
09,성남시 분당구,시도,서현로,서현로,03,,경기도 성남시 분당구 이매동 149-2,37.3912819511,127.1208767443,03,02,Y,305001,01,04,05,녹색+황색+적색/녹색화살+적색/황색+적색,91+436+4+45,02,02,01,N,00:00,00:00,N,Y,N,,성남시청,031-729-3673,2018-08-31
09,성남시 분당구,시도,서현로,서현로,03,,경기도 성남시 분당구 이매동 127-10,37.3896397268,127.1232455321,03,02,Y,305002,01,04,04,녹색+황색+적색/녹색화살+적색/황색+적색,92+4+16+4+64,02,02,01,N,00:00,00:00,N,Y,N,,성남시청,031-729-3673,2018-08-31
09,성남시 분당구,시도,서현로,서현로,03,,경기도 성남시 분당구 이매동 127-10,37.3896397268,127.1232455321,03,02,Y,305003,01,04,03,녹색+황색+녹색/녹색화살+황색+적색,91+4+16+4+65,02,02,01,N,00:00,00:00,N,Y,N,,성남시청,031-729-3673,2018-08-31
09,성남시 분당구,시도,서현로,서현로,03,,경기도 성남시 분당구 이매동 127-8,37.3879234973,127.1274095143,03,02,Y,305005,01,04,99,녹색+황색+녹색/녹색화살+황색+적색+녹색/녹색화살+황색+적색,28+3+41+3+67+35+3,02,02,01,N,00:00,00:00,N,Y,Y,,성남시청,031-729-3673,2018-08-31
09,성남시 분당구,시도,서현로,서현로,03,경기도 성남시 분당구 새마을로 6,경기도 성남시 분당구 서현동 99-1,37.3838378244,127.1312418092,03,02,Y,305006,01,04,03,녹색+황색+녹색/녹색화살+황색+적색,111+4+61+4,02,02,01,N,00:00,00:00,N,Y,N,,성남시청,031-729-3673,2018-08-31
09,성남시 분당구,시도,서현로,서현로,03,,경기도 성남시 분당구 서현동 346-3,37.3770634678,127.1382076766,03,02,Y,305009,01,04,03,녹색+황색+적색+녹색/녹색화살+황색+적색+녹색/녹색화살+황색+적색,66+4+17+3+65+22+3,02,02,01,N,00:00,00:00,N,Y,N,,성남시청,031-729-3673,2018-08-31
09,성남시 분당구,시도,서현로,서현로,03,,경기도 성남시 분당구 서현동 345-2,37.3745639592,127.1414095281,03,02,Y,305010,01,04,03,녹색+황색+적색+녹색/녹색화살+황색+적색+녹색/녹색화살+황색+적색,80+4+7+3+56+17+3,02,02,01,N,00:00,00:00,N,Y,N,,성남시청,031-729-3673,2018-08-31
09,성남시 분당구,시도,서현로,서현로,03,경기도 성남시 분당구 장안로 70,경기도 성남시 분당구 분당동 114,37.3712240266,127.1465965266,03,02,Y,305011,01,04,03,녹색/녹색화살표+황색+적색+녹색+황색+적색+녹색/녹색화살표+황색+적색,26+4+66+4+26+4+50,02,02,01,N,00:00,00:00,N,Y,N,,성남시청,031-729-3673,2018-08-31
09,성남시 분당구,시도,서현로,서현로,03,,경기도 성남시 분당구 분당동 195-1,37.370313016,127.1474076184,03,01,Y,305012,01,03,02,녹색+황색+적색,136+4+40,02,02,01,N,00:00,00:00,N,Y,N,,성남시청,031-729-3673,2018-08-31
09,성남시 분당구,시도,야탑로,야탑로,03,경기도 성남시 분당구 야탑로205번길 4,경기도 성남시 분당구 야탑동 264-3,37.4085849286,127.1423757406,03,02,Y,316011,01,04,03,녹색+황색+적색+녹색+황색+적색,53+3+37+47+3+37,02,02,01,N,00:00,00:00,N,N,Y,,성남시청,031-729-3673,2018-08-31
09,성남시 분당구,시도,야탑로,야탑로,03,경기도 성남시 분당구 야탑로 245,경기도 성남시 분당구 야탑동 175-1,37.4071661964,127.1458519163,03,02,Y,316012,01,04,03,녹색/녹색화살표+황색+적색+녹색/녹색화살표+황색+적색,29+3+55+29+3,02,02,01,N,00:00,00:00,N,Y,Y,,성남시청,031-729-3673,2018-08-31
09,성남시 분당구,시도,야탑로,야탑로,03,경기도 성남시 분당구 야탑로271번길 7,경기도 성남시 분당구 야탑동 177,37.4070556141,127.1478734766,03,02,Y,316013,01,04,02,녹색+황색+적색,73+3+44,02,02,01,N,00:00,00:00,N,N,N,,성남시청,031-729-3673,2018-08-31
09,성남시 분당구,시도,미금로,미금로,03,경기도 성남시 분당구 미금로 232,경기도 성남시 분당구 금곡동 133-1,37.3526725798,127.1125431748,03,01,Y,317001,01,03,03,녹색+황색+적색,59+3+28,02,02,01,Y,00:00,06:00,N,Y,Y,,성남시청,031-729-3673,2018-08-31
09,성남시 분당구,시도,미금로,미금로,03,경기도 성남시 분당구 미금로 218,경기도 성남시 분당구 금곡동 133-2,37.3521488767,127.1137387906,03,01,Y,317002,01,04,02,녹색+황색+적색+녹색+황색+적색,57+3+25+67+3+25,02,02,01,N,00:00,00:00,N,Y,Y,,성남시청,031-729-3673,2018-08-31
09,성남시 분당구,시도,미금로,미금로,03,경기도 성남시 분당구 미금일로 21,경기도 성남시 분당구 구미동 110,37.345532143,127.1171824543,03,02,Y,317004,01,04,03,녹색/녹색화살표+황색+적색+녹색/녹색화살표+황색+적색,51+4+35+51+4+35,02,02,01,N,00:00,00:00,N,Y,Y,,성남시청,031-729-3673,2018-08-31
09,성남시 분당구,시도,미금로,미금로,03,경기도 성남시 분당구 미금로 121,경기도 성남시 분당구 구미동 115,37.3440652616,127.1153294306,03,01,Y,317005,01,03,03,녹색+황색+적색,137+3+40,02,02,01,N,00:00,00:00,N,Y,N,,성남시청,031-729-3673,2018-08-31
09,성남시 분당구,시도,미금로,미금로,03,경기도 성남시 분당구 미금로 68,경기도 성남시 분당구 구미동 220-1,37.3392888437,127.1164056371,03,02,Y,317008,01,03,03,녹색+황색+적색,127+3+50,02,02,01,N,00:00,00:00,N,Y,Y,,성남시청,031-729-3673,2018-08-31
09,성남시 중원구,시도,둔촌대로,둔촌대로,03,경기도 성남시 중원구 둔촌대로 118,경기도 성남시 중원구 하대원동 102,37.4285000561,127.1318716181,03,01,Y,201019,01,03,03,녹색+황색+적색등화,165+4+31,02,02,01,N,00:00,00:00,N,Y,Y,,성남시청,031-729-3672,2018-08-31
09,성남시 중원구,시도,광명로,광명로,03,경기도 성남시 중원구 광명로323번길 3,경기도 성남시 중원구 금광동 3703,37.4453577482,127.1615419239,03,02,Y,201024,01,04,04,녹색+녹색/녹색화살+황색+적색등화,50+27+3+100,02,02,01,N,00:00,00:00,N,Y,Y,,성남시청,031-729-3672,2018-08-31
09,성남시 중원구,시도,광명로,광명로,03,경기도 성남시 중원구 광명로 304,경기도 성남시 중원구 금광동 349,37.4443327982,127.159901201,03,01,Y,201025,01,03,03,녹색+황색+적색등화,63+3+24,02,02,01,Y,23:00,06:00,N,N,N,,성남시청,031-729-3672,2018-08-31
09,성남시 중원구,시도,광명로,광명로,03,경기도 성남시 중원구 산성대로350번길 10-1,경기도 성남시 중원구 중앙동 180,37.4430771429,127.1555140929,03,02,Y,201027,01,04,03,녹색+황색+적색등화,50+3+47,02,02,01,Y,23:00,06:00,N,Y,Y,,성남시청,031-729-3672,2018-08-31
09,성남시 중원구,시도,광명로,광명로,03,경기도 성남시 중원구 광명로 236,경기도 성남시 중원구 중앙동 2375,37.4416387141,127.1530364711,03,02,Y,201028,01,04,03,녹색/녹색화살+황색+적색등화,40+3+157,02,02,01,N,00:00,00:00,N,Y,Y,,성남시청,031-729-3672,2018-08-31
09,성남시 중원구,시도,광명로,광명로,03,경기도 성남시 중원구 광명로 181-1,경기도 성남시 중원구 중앙동 1102,37.4395281722,127.1475745067,03,01,Y,201030,01,03,03,녹색+황색+적색등화,71+3+26,02,02,01,Y,23:00,06:00,N,Y,Y,,성남시청,031-729-3672,2018-08-31
09,성남시 중원구,시도,광명로,광명로,03,경기도 성남시 중원구 광명로 160,경기도 성남시 중원구 중앙동 3361,37.4382781863,127.1455946883,03,02,Y,201031,01,04,03,녹색/녹색화살+황색+적색등화,32+3+165,02,02,01,N,00:00,00:00,N,Y,Y,,성남시청,031-729-3672,2018-08-31
09,성남시 중원구,시도,광명로,광명로,03,,경기도 성남시 중원구 성남동 2186,37.4359416675,127.1404604396,03,02,Y,201033,01,03,03,녹색+황색+적색등화,61+3+36,02,02,01,Y,24:00,05:00,N,Y,Y,,성남시청,031-729-3672,2018-08-31
09,성남시 중원구,시도,광명로,광명로,03,경기도 성남시 중원구 광명로 102,경기도 성남시 중원구 성남동 2488,37.4353024036,127.1400751019,03,01,Y,201034,01,03,03,녹색+황색+적색등화,67+3+20,02,02,01,Y,23:00,06:00,N,Y,Y,,성남시청,031-729-3672,2018-08-31
09,성남시 중원구,시도,광명로,광명로,03,경기도 성남시 중원구 광명로 49-1,경기도 성남시 중원구 성남동 3132,37.4340563331,127.1345137867,03,02,Y,201036,01,04,03,녹색/녹색화살+황색+적색등화,52+3+145,02,02,01,N,00:00,00:00,N,Y,Y,,성남시청,031-729-3672,2018-08-31
09,성남시 중원구,시도,산성대로,산성대로,03,경기도 성남시 중원구 산성대로 346,경기도 성남시 중원구 중앙동 149,37.4435283995,127.1549273946,03,01,Y,201037,01,03,03,녹색+황색+적색등화,152+3+45,02,02,01,N,00:00,00:00,N,Y,Y,,성남시청,031-729-3672,2018-08-31
09,성남시 중원구,시도,산성대로,산성대로,03,경기도 성남시 중원구 산성대로 332,경기도 성남시 중원구 중앙동 307,37.4428003989,127.1535133996,03,01,Y,201038,01,03,03,녹색+황색+적색등화,152+3+45,02,02,01,N,00:00,00:00,N,Y,Y,,성남시청,031-729-3672,2018-08-31
09,성남시 중원구,시도,산성대로,산성대로,03,경기도 성남시 중원구 산성대로 300,경기도 성남시 중원구 중앙동 541,37.4413900312,127.1501770832,03,01,Y,201040,01,03,03,녹색+황색+적색등화,147+3+50,02,02,01,N,00:00,00:00,N,Y,Y,,성남시청,031-729-3672,2018-08-31
09,성남시 중원구,시도,산성대로,산성대로,03,경기도 성남시 중원구 산성대로 242-1,경기도 성남시 중원구 성남동 2001,37.4391353324,127.1446019487,03,02,Y,201041,01,04,05,녹색+황색+녹색화살/적색+황색+적색등화,66+4+31+4+75,02,02,01,N,00:00,00:00,N,Y,Y,,성남시청,031-729-3672,2018-08-31
09,성남시 중원구,시도,산성대로,산성대로,03,경기도 성남시 중원구 산성대로 204,경기도 성남시 중원구 성남동 2144,37.4371121902,127.141129242,03,02,Y,201042,01,04,04,녹색+녹색/녹색화살+황색+적색등화,37+47+3+113,02,02,01,N,00:00,00:00,N,Y,Y,,성남시청,031-729-3672,2018-08-31
09,성남시 중원구,시도,산성대로,산성대로,03,경기도 성남시 수정구 모란로 1,경기도 성남시 수정구 수진동 4795,37.4337747208,127.1283441365,03,02,Y,201043,01,04,03,녹색/녹색화살+황색+적색등화,41+3+156,02,02,01,N,00:00,00:00,N,Y,Y,,성남시청,031-729-3672,2018-08-31
09,성남시 중원구,시도,산성대로,산성대로,03,경기도 성남시 수정구 산성대로 3,경기도 성남시 수정구 수진동 4690-7,37.4330541122,127.1193491568,03,02,Y,201045,01,04,05,녹색+녹색/녹색화살+녹색화살+황색+적색등화,30+8+8+4+50,02,02,01,N,00:00,00:00,N,N,N,,성남시청,031-729-3672,2018-08-31
09,성남시 중원구,시도,산성대로,산성대로,03,경기도 성남시 수정구 산성대로 3,경기도 성남시 수정구 수진동 4690-7,37.4330541122,127.1193491568,03,02,Y,201046,01,03,03,녹색화살+황색+적색등화,33+4+63,02,02,01,N,00:00,00:00,N,Y,N,,성남시청,031-729-3672,2018-08-31
09,성남시 중원구,시도,순환로,순환로,03,경기도 성남시 중원구 순환로 166,경기도 성남시 중원구 상대원동 197-6,37.4381608792,127.1791200158,03,02,Y,201049,01,03,03,녹색+황색+적색등화,151+4+25,02,02,01,Y,24:00,06:00,N,Y,N,,성남시청,031-729-3672,2018-08-31
09,성남시 중원구,시도,순환로,순환로,03,경기도 성남시 중원구 순환로198번길 8,경기도 성남시 중원구 상대원동 178,37.4411063164,127.1796806187,03,02,Y,201051,01,04,04,녹색+녹색/녹색화살+황색+적색등화,38+29+3+110,02,02,01,N,00:00,00:00,N,Y,N,,성남시청,031-729-3672,2018-08-31
09,성남시 중원구,시도,사기막골길,사기막골길,03,,경기도 성남시 중원구 상대원동 307,37.4335804115,127.169008161,03,02,Y,201052,01,04,05,녹색+황색+녹색화살+황색+적색등화,107+3+32+3+55,02,02,01,N,00:00,00:00,N,Y,N,,성남시청,031-729-3672,2018-08-31
09,성남시 중원구,시도,사기막골길,사기막골길,03,경기도 성남시 중원구 사기막골로 122,경기도 성남시 중원구 상대원동 206-4,37.4391652646,127.1762296666,03,02,Y,201054,01,04,05,녹색+황색+녹색화살/적색+황색+적색등화,46+3+33+3+15,02,02,01,Y,20:00,06:00,N,Y,N,,성남시청,031-729-3672,2018-08-31
09,성남시 중원구,시도,사기막골길,사기막골길,03,경기도 성남시 중원구 사기막골로 148,경기도 성남시 중원구 상대원동 171,37.4412444406,127.1776808544,03,02,Y,201055,01,04,05,녹색+황색+녹색화살/적색+황색+적색등화,67+3+57+3+50,02,02,01,Y,24:00,07:00,N,Y,N,,성남시청,031-729-3672,2018-08-31
09,성남시 중원구,시도,금빛길,금빛길,03,경기도 성남시 중원구 금빛로 33,경기도 성남시 중원구 금광동 1944,37.4449705394,127.1679597911,03,02,Y,201057,01,04,05,녹색+황색+녹색화살/적색+황색+적색등화,72+3+37+3+65,02,02,01,N,00:00,00:00,N,Y,N,,성남시청,031-729-3672,2018-08-31
09,성남시 중원구,시도,금빛길,금빛길,03,경기도 성남시 중원구 금빛로 77,경기도 성남시 중원구 금광동 2961,37.4487209042,127.1663745805,03,02,Y,201058,01,03,03,녹색+황색+적색등화,153+3+24,02,02,01,Y,23:00,06:30,N,N,N,,성남시청,031-729-3672,2018-08-31
09,성남시 중원구,시도,황송길,황송길,03,경기도 성남시 중원구 황송로 35,경기도 성남시 중원구 금광동 2422,37.4469649057,127.1721002655,03,02,Y,201060,01,04,03,녹색+황색+적색등화,56+4+30,02,02,01,Y,23:00,06:00,N,Y,N,,성남시청,031-729-3672,2018-08-31
09,성남시 중원구,시도,황송길,황송길,03,경기도 성남시 중원구 황송로77번길 5,경기도 성남시 중원구 금광동 2537,37.4490807887,127.1731221316,03,02,Y,201061,01,03,03,녹색+황색+적색등화,61+3+26,02,02,01,Y,23:00,06:00,N,Y,N,,성남시청,031-729-3672,2018-08-31
09,성남시 중원구,시도,금상로,금상로,03,경기도 성남시 중원구 금상로 98,경기도 성남시 중원구 상대원동 669,37.4422792533,127.1660102626,03,01,Y,201062,01,03,03,녹색+황색+적색등화,73+3+24,02,02,01,Y,23:00,06:00,N,Y,N,,성남시청,031-729-3672,2018-08-31
09,성남시 중원구,시도,금상로,금상로,03,경기도 성남시 중원구 금상로57번길 1,경기도 성남시 중원구 상대원동 2992-1,37.4403831723,127.1623224085,03,01,Y,201064,01,03,03,녹색+황색+적색등화,71+3+26,02,02,01,Y,23:00,06:00,N,N,Y,,성남시청,031-729-3672,2018-08-31
09,성남시 중원구,시도,희망로,희망로,03,경기도 성남시 중원구 희망로 412,경기도 성남시 중원구 금광동 92,37.4421339561,127.1602017087,03,01,Y,201065,01,03,03,녹색+황색+적색등화,80+3+37,02,02,01,N,00:00,00:00,N,Y,Y,,성남시청,031-729-3672,2018-08-31
09,성남시 중원구,시도,희망로,희망로,03,경기도 성남시 중원구 희망로 385,경기도 성남시 중원구 상대원동 3001-5,37.4399728033,127.1592593056,03,01,Y,201067,01,03,03,녹색+황색+적색등화,93+3+24,02,02,01,Y,24:00,06:00,N,Y,Y,,성남시청,031-729-3672,2018-08-31
09,성남시 중원구,시도,희망로,희망로,03,경기도 성남시 중원구 희망로 331,경기도 성남시 중원구 상대원동 4756,37.4353073972,127.1579050128,03,01,Y,201069,01,03,03,녹색+황색+적색등화,123+3+24,02,02,01,N,00:00,00:00,N,N,N,,성남시청,031-729-3672,2018-08-31
09,성남시 중원구,시도,희망로,희망로,03,,경기도 성남시 중원구 도촌동 87-1,37.4171353635,127.1499036486,03,02,Y,201071,01,04,05,녹색+황색+녹색화살/적색+황색+적색등화,27+3+37+3+30,02,02,01,N,00:00,00:00,N,Y,Y,,성남시청,031-729-3672,2018-08-31
09,성남시 중원구,시도,희망로,희망로,03,,경기도 성남시 중원구 도촌동 408-5,37.4154982701,127.1476864184,03,02,Y,201072,01,04,04,녹색+녹색/녹색화살+황색+적색등화,50+16+4+110,02,02,01,N,00:00,00:00,N,Y,Y,,성남시청,031-729-3672,2018-08-31
09,성남시 중원구,시도,시민로,시민로,03,경기도 성남시 중원구 시민로 95,경기도 성남시 중원구 성남동 2816,37.4369441599,127.1460441273,03,01,Y,201073,01,03,03,녹색+황색+적색등화,77+3+20,02,02,01,Y,23:00,06:00,N,Y,Y,,성남시청,031-729-3672,2018-08-31
09,성남시 중원구,시도,시민로,시민로,03,경기도 성남시 중원구 시민로 65,경기도 성남시 중원구 성남동 2852,37.4346356732,127.1476215838,03,02,Y,201075,01,03,03,녹색+황색+적색등화,37+3+60,02,02,01,Y,23:00,06:00,N,Y,Y,,성남시청,031-729-3672,2018-08-31
09,성남시 중원구,시도,시민로,시민로,03,경기도 성남시 중원구 시민로28번길 3,경기도 성남시 중원구 하대원동 176-3,37.4326404617,127.1508491562,03,02,Y,201076,01,03,03,녹색+황색+적색등화,62+3+35,02,02,01,N,00:00,00:00,N,Y,Y,,성남시청,031-729-3672,2018-08-31
09,성남시 중원구,시도,자혜로,자혜로,03,,경기도 성남시 중원구 은행동 2027,37.4528033982,127.1720908128,03,02,Y,201078,01,04,01,황색,-,02,01,01,Y,00:00,24:00,N,N,N,,성남시청,031-729-3672,2018-08-31
09,성남시 중원구,시도,자혜로,자혜로,03,경기도 성남시 중원구 금빛로 101,경기도 성남시 중원구 금광동 2876,37.4506320166,127.1656554528,03,02,Y,201079,01,04,03,녹색/녹색화살+황색+적색등화,31+3+136,02,02,01,Y,23:00,07:00,N,Y,Y,,성남시청,031-729-3672,2018-08-31
